RFID,"User Name","User Remark","Payment ID",Location,"Source name","Fetch Count","Vol Taken[L]",Balance[L],Datetime
68351162,"BUKATIRA PS_161",,099008161,"Semuto , Nakaseke","Bukatira PS",44,71.19,928.81,"21-04-2025 13:17"
68351162,"BUKATIRA PS_161",,099008161,"Semuto , Nakaseke","Bukatira PS",43,0,1000,"21-04-2025 13:11"
68351162,"BUKATIRA PS_161",,099008161,"Semuto , Nakaseke","Bukatira PS",43,0,0,"21-04-2025 13:10"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",50,6.52,56.22,"21-04-2025 13:10"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",49,21.02,62.75,"21-04-2025 13:10"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",48,10.42,83.76,"21-04-2025 13:07"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",47,0,94.18,"21-04-2025 13:06"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",47,22.22,94.18,"21-04-2025 13:06"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",46,0,116.41,"21-04-2025 13:03"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",55,8.83,302.49,"21-04-2025 13:03"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",54,0,311.32,"21-04-2025 13:02"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",54,8.42,311.32,"21-04-2025 13:01"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",53,0,319.74,"21-04-2025 13:01"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",53,17.03,319.74,"21-04-2025 13:00"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",52,0,336.77,"21-04-2025 12:59"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",52,20.04,336.77,"21-04-2025 12:58"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",51,5.27,356.81,"21-04-2025 12:56"
16421812,"BUKATIRA PS_197",,099008197,"Semuto , Nakaseke","Bukatira PS",50,0,362.08,"21-04-2025 12:55"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",64,37.56,1323.04,"21-04-2025 12:54"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",63,3.37,1360.61,"21-04-2025 12:51"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",62,0,1363.98,"21-04-2025 12:51"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",62,38.47,1363.98,"21-04-2025 12:50"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",17,31.22,680.57,"21-04-2025 12:47"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",16,0,711.79,"21-04-2025 12:43"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",16,35.4,711.79,"21-04-2025 12:43"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",15,0,747.19,"21-04-2025 12:41"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",15,38.34,747.19,"21-04-2025 12:40"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",14,0,785.53,"21-04-2025 12:37"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",61,39.68,1402.45,"21-04-2025 12:37"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",60,0,1442.13,"21-04-2025 12:33"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",60,16.21,1442.13,"21-04-2025 12:32"
14114519,"BUKATIRA PS_015",,099008015,"Semuto , Nakaseke","Bukatira PS",59,26.23,1458.34,"21-04-2025 12:31"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",46,36.67,10.23,"21-04-2025 12:31"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",45,0,46.9,"21-04-2025 12:26"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",45,0.7,46.9,"21-04-2025 12:26"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",44,0,47.6,"21-04-2025 12:26"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",44,0,47.6,"21-04-2025 12:26"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",44,0,47.6,"21-04-2025 12:25"
16411412,"BUKATIRA PS_180",,099008180,"Semuto , Nakaseke","Bukatira PS",44,0,47.6,"21-04-2025 12:25"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",14,39.36,785.53,"21-04-2025 12:11"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",13,0,824.89,"21-04-2025 12:10"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",13,55.37,824.89,"21-04-2025 12:09"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",12,0,880.27,"21-04-2025 12:03"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",85,19.71,27.79,"21-04-2025 11:15"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",84,0,47.5,"21-04-2025 11:13"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",84,26.69,47.5,"21-04-2025 11:13"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",83,12.43,74.19,"21-04-2025 11:10"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",82,0,86.62,"21-04-2025 11:08"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",82,18.39,86.62,"21-04-2025 11:07"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",81,2.89,105.01,"21-04-2025 11:02"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",12,19.49,880.27,"21-04-2025 11:01"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",11,0,899.76,"21-04-2025 10:54"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",11,3.56,899.76,"21-04-2025 10:54"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",10,0,903.31,"21-04-2025 10:54"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",10,0,903.31,"21-04-2025 10:53"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",10,0,903.31,"21-04-2025 10:53"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",10,0.61,903.31,"21-04-2025 10:53"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",9,0.47,903.92,"21-04-2025 10:52"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",9,8.53,903.92,"21-04-2025 10:52"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",8,0,912.45,"21-04-2025 10:50"
11617612,"BUKATIRA PS_172",,099008172,"Semuto , Nakaseke","Bukatira PS",68,24.25,162.92,"21-04-2025 10:50"
11617612,"BUKATIRA PS_172",,099008172,"Semuto , Nakaseke","Bukatira PS",67,1.99,187.17,"21-04-2025 10:46"
11617612,"BUKATIRA PS_172",,099008172,"Semuto , Nakaseke","Bukatira PS",66,0.47,189.16,"21-04-2025 10:46"
11617612,"BUKATIRA PS_172",,099008172,"Semuto , Nakaseke","Bukatira PS",65,4.87,190.14,"21-04-2025 10:46"
36613122,"BUKATIRA PS_183",,099008183,"Semuto , Nakaseke","Bukatira PS",2,45.53,947.83,"21-04-2025 10:44"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",8,17.26,912.45,"21-04-2025 10:41"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",7,11.5,929.71,"21-04-2025 10:36"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",6,0,941.21,"21-04-2025 10:31"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",23,45.72,433.28,"21-04-2025 10:30"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",22,0,479,"21-04-2025 10:25"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",22,22.16,479,"21-04-2025 10:24"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",21,21.38,501.16,"21-04-2025 10:22"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",20,0,522.53,"21-04-2025 10:21"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",20,41.05,522.53,"21-04-2025 10:19"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",80,0,107.91,"21-04-2025 10:16"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",80,0.07,107.91,"21-04-2025 10:15"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",80,0,107.91,"21-04-2025 10:15"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",19,2.14,563.58,"21-04-2025 10:15"
15725366,"BUKATIRA PS_021",,099008021,"Semuto , Nakaseke","Bukatira PS",18,0,565.72,"21-04-2025 10:14"
13216411,"BUKATIRA PS_185",,099008185,"Semuto , Nakaseke","Bukatira PS",30,12.11,597.37,"21-04-2025 10:13"
13216411,"BUKATIRA PS_185",,099008185,"Semuto , Nakaseke","Bukatira PS",29,8.49,609.49,"21-04-2025 10:12"
13216411,"BUKATIRA PS_185",,099008185,"Semuto , Nakaseke","Bukatira PS",28,51.79,617.98,"21-04-2025 10:11"
13216411,"BUKATIRA PS_185",,099008185,"Semuto , Nakaseke","Bukatira PS",27,0,669.77,"21-04-2025 10:05"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",80,0,107.91,"21-04-2025 10:03"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",80,1.83,107.91,"21-04-2025 10:03"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",79,0,109.74,"21-04-2025 10:03"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",79,0,109.74,"21-04-2025 10:02"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",79,0,109.74,"21-04-2025 10:02"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",79,0.01,109.74,"21-04-2025 10:02"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",79,1.6,109.74,"21-04-2025 10:01"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",78,11.97,111.34,"21-04-2025 10:00"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",77,2.74,123.31,"21-04-2025 09:54"
16475126,"BUKATIRA PS_178",,099008178,"Semuto , Nakaseke","Bukatira PS",76,0,126.05,"21-04-2025 09:53"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",126,8.33,850.39,"21-04-2025 09:48"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",125,29.4,858.72,"21-04-2025 09:47"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",6,34.7,941.21,"21-04-2025 09:44"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",5,2.43,975.91,"21-04-2025 09:41"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",4,0,978.34,"21-04-2025 09:37"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",61,0,0,"21-04-2025 09:00"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",61,0,0,"21-04-2025 09:00"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",61,0,0,"21-04-2025 09:00"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",61,0,0,"21-04-2025 08:59"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",61,23.16,0.21,"21-04-2025 08:59"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",60,0,23.37,"21-04-2025 08:55"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",38,0,455.33,"21-04-2025 08:48"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",38,0.65,455.33,"21-04-2025 08:48"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",37,0.04,455.98,"21-04-2025 08:47"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",37,0.11,455.98,"21-04-2025 08:47"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",37,0,455.98,"21-04-2025 08:47"
67236128,"BUKATIRA PS_084",,099008084,"Semuto , Nakaseke","Bukatira PS",16,0.64,647.55,"21-04-2025 08:32"
67236128,"BUKATIRA PS_084",,099008084,"Semuto , Nakaseke","Bukatira PS",15,40.51,648.19,"21-04-2025 08:32"
67236128,"BUKATIRA PS_084",,099008084,"Semuto , Nakaseke","Bukatira PS",14,0,688.7,"21-04-2025 08:28"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",37,15.51,455.98,"21-04-2025 08:27"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",36,0,471.49,"21-04-2025 08:26"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",35,0,472.6,"21-04-2025 08:25"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",35,17.41,472.6,"21-04-2025 08:25"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",34,0,490.01,"21-04-2025 08:22"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",34,20.5,490.01,"21-04-2025 08:21"
15766162,"BUKATIRA PS_049",,099008049,"Semuto , Nakaseke","Bukatira PS",33,0,510.51,"21-04-2025 08:19"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",60,8.23,23.37,"21-04-2025 07:57"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",59,0,31.6,"21-04-2025 07:56"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",59,0,31.6,"21-04-2025 07:55"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",59,0,31.6,"21-04-2025 07:55"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",59,28.67,31.6,"21-04-2025 07:54"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",58,0,60.26,"21-04-2025 07:48"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",58,37.03,60.26,"21-04-2025 07:48"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",57,0,97.29,"21-04-2025 07:43"
16420512,"BUKATIRA PS_188",,099008188,"Semuto , Nakaseke","Bukatira PS",57,0,97.29,"21-04-2025 07:43"
84216121,"BUKATIRA PS_158",,099008158,"Semuto , Nakaseke","Bukatira PS",31,5.05,0.48,"21-04-2025 07:08"
84216121,"BUKATIRA PS_158",,099008158,"Semuto , Nakaseke","Bukatira PS",30,0,5.53,"21-04-2025 07:08"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",150,0,0,"21-04-2025 07:08"
84216121,"BUKATIRA PS_158",,099008158,"Semuto , Nakaseke","Bukatira PS",30,0,5.53,"21-04-2025 07:07"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",124,0,888.12,"21-04-2025 07:06"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",124,0,888.12,"21-04-2025 07:05"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",150,12.35,0.45,"21-04-2025 07:03"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",149,0,12.79,"21-04-2025 07:02"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",149,0,12.79,"21-04-2025 07:01"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",149,15.84,12.79,"21-04-2025 07:01"
14116622,"BUKATIRA PS_018",,099008018,"Semuto , Nakaseke","Bukatira PS",148,0,28.63,"21-04-2025 06:57"
15710323,"BUKATIRA PS_011",,099008011,"Semuto , Nakaseke","Bukatira PS",12,0,679,"21-04-2025 06:56"
13217212,"BUKATIRA PS_195",,099008195,"Semuto , Nakaseke","Bukatira PS",40,7.24,0.37,"21-04-2025 06:56"
13217212,"BUKATIRA PS_195",,099008195,"Semuto , Nakaseke","Bukatira PS",39,0,7.61,"21-04-2025 06:56"
15710323,"BUKATIRA PS_011",,099008011,"Semuto , Nakaseke","Bukatira PS",12,3.94,679,"21-04-2025 06:55"
15710323,"BUKATIRA PS_011",,099008011,"Semuto , Nakaseke","Bukatira PS",11,0,682.94,"21-04-2025 06:55"
15710323,"BUKATIRA PS_011",,099008011,"Semuto , Nakaseke","Bukatira PS",11,20.98,682.94,"21-04-2025 06:54"
15710323,"BUKATIRA PS_011",,099008011,"Semuto , Nakaseke","Bukatira PS",10,0,703.92,"21-04-2025 06:53"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",124,42.01,888.12,"21-04-2025 06:53"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",123,0.85,930.14,"21-04-2025 06:52"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",122,0,930.99,"21-04-2025 06:52"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",121,0,972.95,"21-04-2025 06:52"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",122,41.96,930.99,"21-04-2025 06:50"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",121,0,972.95,"21-04-2025 06:47"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",121,38.34,972.95,"21-04-2025 06:45"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",120,0,1011.29,"21-04-2025 06:42"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",120,44.04,1011.29,"21-04-2025 06:42"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",119,0,1055.33,"21-04-2025 06:41"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",119,0,1055.33,"21-04-2025 06:39"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",119,27.32,1055.33,"21-04-2025 06:39"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",118,5.32,1082.65,"21-04-2025 06:37"
13217212,"BUKATIRA PS_195",,099008195,"Semuto , Nakaseke","Bukatira PS",39,0,7.61,"21-04-2025 06:35"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",116,0,1089.49,"21-04-2025 06:34"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",116,30.97,1089.49,"21-04-2025 06:34"
19626117,"BUKATIRA PS_184",,099008184,"Semuto , Nakaseke","Bukatira PS",10,20.05,634.51,"21-04-2025 06:30"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",115,3.69,1120.46,"21-04-2025 06:28"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",114,0,1124.14,"21-04-2025 06:27"
14819411,"BUKATIRA PS_155",,099008155,"Semuto , Nakaseke","Bukatira PS",32,0,336.82,"21-04-2025 06:27"
14819411,"BUKATIRA PS_155",,099008155,"Semuto , Nakaseke","Bukatira PS",32,25.02,336.82,"21-04-2025 06:26"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",114,0.06,1124.14,"21-04-2025 06:26"
19626117,"BUKATIRA PS_184",,099008184,"Semuto , Nakaseke","Bukatira PS",9,44.87,654.56,"21-04-2025 06:23"
84221162,"BUKATIRA PS_151",,099008151,"Semuto , Nakaseke","Bukatira PS",143,98.01,3351.38,"21-04-2025 06:19"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",11,0,694.55,"21-04-2025 06:14"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",114,34.81,1124.14,"21-04-2025 06:13"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",113,0,1158.95,"21-04-2025 06:13"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",111,0,1241.24,"21-04-2025 06:13"
19635125,"BUKATIRA PS_165",,099008165,"Semuto , Nakaseke","Bukatira PS",40,30.42,1948.68,"21-04-2025 06:12"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",112,0,1203.63,"21-04-2025 06:12"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",113,44.68,1158.95,"21-04-2025 06:10"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",112,0,1203.63,"21-04-2025 05:55"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",112,37.6,1203.63,"21-04-2025 05:54"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",111,0,1241.24,"21-04-2025 05:52"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",111,42.17,1241.24,"21-04-2025 05:52"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",110,0,1283.4,"21-04-2025 05:51"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",110,0,1283.4,"21-04-2025 05:49"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",110,36.86,1283.4,"21-04-2025 05:48"
36788322,"BUKATIRA PS_169",,099008169,"Semuto , Nakaseke","Bukatira PS",15,40,933.43,"21-04-2025 05:46"
36788322,"BUKATIRA PS_169",,099008169,"Semuto , Nakaseke","Bukatira PS",14,0,973.42,"21-04-2025 05:43"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",4,18.54,978.34,"21-04-2025 05:43"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",108,6.4,1333.39,"21-04-2025 05:42"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",107,6.27,1339.8,"21-04-2025 05:42"
10913620,"BUKATIRA PS_080",,099008080,"Semuto , Nakaseke","Bukatira PS",2,1.37,997.8,"21-04-2025 05:41"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",105,20.54,1356.19,"21-04-2025 05:41"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",103,3.51,1388.7,"21-04-2025 05:41"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",109,13.13,1320.26,"21-04-2025 05:41"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",106,10.12,1346.07,"21-04-2025 05:37"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",104,11.96,1376.73,"21-04-2025 05:35"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",103,3.51,1388.7,"21-04-2025 05:33"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",102,7.8,1392.2,"21-04-2025 05:33"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",101,0,1400,"21-04-2025 05:32"
14819411,"BUKATIRA PS_155",,099008155,"Semuto , Nakaseke","Bukatira PS",31,19.88,361.84,"21-04-2025 05:32"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",11,36.64,694.55,"21-04-2025 05:30"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",10,0,731.19,"21-04-2025 05:26"
10010012,"BUKATIRA PS_198",,099008198,"Semuto , Nakaseke","Bukatira PS",101,0,0,"21-04-2025 05:26"
14819411,"BUKATIRA PS_155",,099008155,"Semuto , Nakaseke","Bukatira PS",30,0.03,381.72,"21-04-2025 05:26"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",10,19.05,731.19,"21-04-2025 05:25"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",9,1.37,750.24,"21-04-2025 05:23"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",8,6.02,751.62,"21-04-2025 05:23"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",7,3.35,757.64,"21-04-2025 05:22"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",6,5.36,760.99,"21-04-2025 05:21"
49412922,"BUKATIRA PS_190",,099008190,"Semuto , Nakaseke","Bukatira PS",5,0,766.35,"21-04-2025 05:20"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",46,10.5,116.41,"21-04-2025 05:20"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",45,0,126.91,"21-04-2025 05:19"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",45,6.21,126.91,"21-04-2025 05:19"
36149122,"BUKATIRA PS_166",,099008166,"Semuto , Nakaseke","Bukatira PS",44,0,133.12,"21-04-2025 05:18"
